sorter,loan.or.trip,genus,species,subspecies,collection,specimen.number,sex,svl,locality,ct.whole.body,ct.head,ct.head.phantom,toepads,scales,dice.ct,eggs,status,type.material,percentile,remarks,latitude,longitude,ROM.Object ID,ROM.Object.Number
172,IW2017,Anolis,stratulus,,IW,2339,M,46.84,"Maricao State Forest, Puerto Rico",107,,,,,,,In Lab,,0.93176845,,18.142042,-66.973298,,
173,IW2017,Anolis,stratulus,,IW,2340,F,39.83,"Maricao State Forest, Puerto Rico",111,,,,,,,In Lab,,0.898894155,,18.142042,-66.973298,,
174,IW2017,Anolis,stratulus,,IW,2342,F,40.13,"Maricao State Forest, Puerto Rico",111,,,,,,,In Lab,,0.905664636,,18.141889,-66.973056,,
175,IW2017,Anolis,stratulus,,IW,2343,F,39.27,"Maricao State Forest, Puerto Rico",210,,,,,,,In Lab,,0.886255924,,18.140495,-66.973147,,
176,IW2017,Anolis,stratulus,,IW,2344,F,41.08,"Maricao State Forest, Puerto Rico",112,,,,,,,In Lab,,0.927104491,,18.140495,-66.973147,,
177,IW2017,Anolis,stratulus,,IW,2345,F,37.8,"Maricao State Forest, Puerto Rico",128,,,,,,,In Lab,,0.853080569,,18.142042,-66.973298,,
178,IW2017,Anolis,stratulus,,IW,2347,F,39.72,"Maricao State Forest, Puerto Rico",111,,,,,,,In Lab,,0.896411645,,18.140833,-66.973513,,
179,IW2017,Anolis,stratulus,,IW,2348,F,40.77,"Maricao State Forest, Puerto Rico",210,,,,,,,In Lab,,0.920108328,,18.140932,-66.973468,,
180,IW2017,Anolis,stratulus,,IW,2349,F,41.66,"Maricao State Forest, Puerto Rico","112, 128",,,,,,,In Lab,,0.940194087,,18.1408,-66.97335,,
181,IW2017,Anolis,stratulus,,IW,2350,F,44.31,"Maricao State Forest, Puerto Rico","108, 210",,,,,,,In Lab,,1,,18.140143,-66.973123,,
182,IW2017,Anolis,stratulus,,IW,2351,F,39.52,"Maricao State Forest, Puerto Rico",128,,,,,,,In Lab,,0.891897991,,18.140596,-66.973178,,
183,IW2017,Anolis,stratulus,,IW,2352,F,41.27,"Maricao State Forest, Puerto Rico","109, 210",,,,,,,In Lab,,0.931392462,,18.140932,-66.973468,,
184,IW2017,Anolis,cristatellus,,IW,2353,M,60.41,"Maricao State Forest, Puerto Rico",267,,,,,,,In Lab,,0.801938139,,18.142027,-66.973139,,
185,IW2017,Anolis,cristatellus,,IW,2354,M,56.9,"Maricao State Forest, Puerto Rico",267,,,,,,,In Lab,,0.755343157,,18.140694,-66.973889,,
186,IW2017,Anolis,cristatellus,,IW,2355,M,60.23,"Maricao State Forest, Puerto Rico",267,,,,,,,In Lab,,0.799548653,,18.140472,-66.973917,,
187,IW2017,Anolis,cristatellus,,IW,2356,M,66.11,"Maricao State Forest, Puerto Rico",267,,,,,,,In Lab,,0.877605204,,18.140721,-66.97333,,
188,IW2017,Anolis,cristatellus,,IW,2357,M,54.14,"Maricao State Forest, Puerto Rico","341, 351",,,,,,,In Lab,,0.718704367,,18.140908,-66.974096,,
189,IW2017,Anolis,cristatellus,,IW,2358,M,60.82,"Maricao State Forest, Puerto Rico","341, 351",,,,,,,In Lab,,0.807380858,,18.140837,-66.973702,,
190,IW2017,Anolis,cristatellus,,IW,2359,M,62.27,"Maricao State Forest, Puerto Rico","341, 351",,,,,,,In Lab,,0.826629497,,18.14093,-66.97312,,
191,IW2017,Anolis,cristatellus,,IW,2360,M,60.04,"Maricao State Forest, Puerto Rico","341, 351",,,,,,,In Lab,,0.797026417,,18.140167,-66.972917,,
192,IW2017,Anolis,cristatellus,,IW,2361,M,60.34,"Maricao State Forest, Puerto Rico",345,,,,,,,In Lab,,0.801008894,,18.140752,-66.973839,,
193,IW2017,Anolis,cristatellus,,IW,2362,M,60.53,"Maricao State Forest, Puerto Rico",345,,,,,,,In Lab,,0.80353113,,18.140906,-66.973918,,
194,IW2017,Anolis,cristatellus,,IW,2363,M,59.92,"Maricao State Forest, Puerto Rico",345,,,,,,,In Lab,,0.795433426,,18.140083,-66.973187,,
195,IW2017,Anolis,cristatellus,,IW,2365,M,61.86,"Maricao State Forest, Puerto Rico",345,,,,,,,In Lab,,0.821186778,,18.140342,-66.972994,,
196,IW2017,Anolis,cristatellus,,IW,2366,M,59.2,"Maricao State Forest, Puerto Rico",354,,,,,,,In Lab,,0.785875481,,18.140596,-66.973178,,
197,IW2017,Anolis,cristatellus,,IW,2367,M,49.69,"Maricao State Forest, Puerto Rico",354,,,,,,,In Lab,,0.659630957,,18.14011,-66.973141,,
198,IW2017,Anolis,cristatellus,,IW,2368,M,60,"Maricao State Forest, Puerto Rico",354,,,,,,,In Lab,,0.79649542,,18.140949,-66.973749,,
199,IW2017,Anolis,stratulus,,IW,2369,F,40.92,"Maricao State Forest, Puerto Rico",112,,,,,,,In Lab,,0.923493568,,18.140976,-66.973477,,
200,IW2017,Anolis,cristatellus,,IW,2370,F,42.91,"Maricao State Forest, Puerto Rico",354,,,,,,,In Lab,,0.829339003,,18.140745,-66.973487,,
201,IW2017,Anolis,cristatellus,,IW,2371,F,45.31,"Maricao State Forest, Puerto Rico",355,,,,,,,In Lab,,0.875724778,,18.140501,-66.973098,,
202,IW2017,Anolis,cristatellus,,IW,2372,F,42.19,"Maricao State Forest, Puerto Rico",355,,,,,,,In Lab,,0.81542327,,18.140889,-66.974111,,
203,IW2017,Anolis,cristatellus,,IW,2373,F,38.19,"Maricao State Forest, Puerto Rico",355,,,,,,,In Lab,,0.738113645,,18.140466,-66.973102,,
204,IW2017,Anolis,cristatellus,,IW,2374,F,43.75,"Maricao State Forest, Puerto Rico",355,,,,,,,In Lab,,0.845574024,,18.142027,-66.973139,,
205,IW2017,Anolis,cristatellus,,IW,2375,F,43.17,"Maricao State Forest, Puerto Rico",361,,,,,,,In Lab,,0.834364128,,18.142027,-66.973139,,
206,IW2017,Anolis,cristatellus,,IW,2376,F,39.27,"Maricao State Forest, Puerto Rico",361,,,,,,,In Lab,,0.758987244,,18.140871,-66.97422,,
207,IW2017,Anolis,cristatellus,,IW,2377,F,41.38,"Maricao State Forest, Puerto Rico",361,,,,,,,In Lab,,0.799768071,,18.140932,-66.973468,,
208,IW2017,Anolis,cristatellus,,IW,2378,F,41.63,"Maricao State Forest, Puerto Rico",361,,,,,,,In Lab,,0.804599923,,18.140167,-66.972917,,
209,IW2017,Anolis,cristatellus,,IW,2379,F,43.58,"Maricao State Forest, Puerto Rico",362,,,,,,,In Lab,,0.842288365,,18.140501,-66.97314701,,
210,IW2017,Anolis,stratulus,,IW,2405,M,47.71,"Rincon, Puerto Rico",455,,,,,,,In Lab,,0.949074995,,18.36013,-67.269826,,
211,IW2017,Anolis,cristatellus,,IW,2406,M,62.21,"Rincon, Puerto Rico",89,,,,,,,In Lab,,0.825833001,,18.360306,-67.270389,,
212,IW2017,Anolis,stratulus,,IW,2407,M,47.4,"Rincon, Puerto Rico",437,,,,,,,In Lab,,0.942908295,,18.360383,-67.270228,,
213,IW2017,Anolis,cristatellus,,IW,2430,M,58.35,"Rio Abajo State Forest, Puerto Rico",362,,,,,,,In Lab,,0.774591796,,18.333495,-66.716815,,
214,IW2017,Anolis,cristatellus,,IW,2431,M,64.5,"Rio Abajo State Forest, Puerto Rico",362,,,,,,,In Lab,,0.856232577,,18.320811,-66.683131,,
215,IW2017,Anolis,cristatellus,,IW,2432,M,64.71,"Rio Abajo State Forest, Puerto Rico",362,,,,,,,In Lab,,0.859020311,,18.333495,-66.716815,,
216,IW2017,Anolis,cristatellus,,IW,2433,M,65.13,"Rio Abajo State Forest, Puerto Rico",365,,,,,,,In Lab,,0.864595779,,18.333495,-66.716815,,
217,IW2017,Anolis,cristatellus,,IW,2434,M,58.43,"Rio Abajo State Forest, Puerto Rico",365,,,,,,,In Lab,,0.77565379,,18.320811,-66.683131,,
218,IW2017,Anolis,cristatellus,,IW,2435,M,59.95,"Rio Abajo State Forest, Puerto Rico",365,,,,,,,In Lab,,0.795831674,,18.320811,-66.683131,,
219,IW2017,Anolis,cristatellus,,IW,2436,M,64.83,"Rio Abajo State Forest, Puerto Rico",365,,,,,,,In Lab,,0.860613301,,18.320811,-66.683131,,
220,IW2017,Anolis,cristatellus,,IW,2437,M,55.79,"Rio Abajo State Forest, Puerto Rico",366,,,,,,,In Lab,,0.740607992,,18.320811,-66.683131,,
221,IW2017,Anolis,cristatellus,,IW,2438,M,58.66,"Rio Abajo State Forest, Puerto Rico",366,,,,,,,In Lab,,0.778707022,,18.320811,-66.683131,,
222,IW2017,Anolis,cristatellus,,IW,2439,M,62.1,"Rio Abajo State Forest, Puerto Rico",366,,,,,,,In Lab,,0.82437276,,18.320811,-66.683131,,
223,IW2017,Anolis,cristatellus,,IW,2440,M,65.42,"Rio Abajo State Forest, Puerto Rico",366,,,,,,,In Lab,,0.868445506,,18.333495,-66.716815,,
224,IW2017,Anolis,cristatellus,,IW,2441,M,62.63,"Rio Abajo State Forest, Puerto Rico",371,,,,,,,In Lab,,0.831408469,"DLM updated on 2022-03-06 to delete original coordinates, which are Rincon coordinates. IW is pretty sure that the grad student who collected this specimen did not allow GPS to update to Rio Abajo locality upon arrival from Rincon. Waypoint time consistent with Rio Abajo. Coordinates entered as NA, but probably from similar to others from this location.",NA,NA,,
225,IW2017,Anolis,cristatellus,,IW,2442,M,60.72,"Rio Abajo State Forest, Puerto Rico",371,,,,,,,In Lab,,0.806053365,,18.320811,-66.683131,,
226,IW2017,Anolis,cristatellus,,IW,2443,M,63.5,"Rio Abajo State Forest, Puerto Rico",371,,,,,,,In Lab,,0.842957653,,18.320811,-66.683131,,
227,IW2017,Anolis,cristatellus,,IW,2444,F,43.65,"Rio Abajo State Forest, Puerto Rico",371,,,,,,,In Lab,,0.843641283,,18.320811,-66.683131,,
228,IW2017,Anolis,cristatellus,,IW,2445,F,42.85,"Rio Abajo State Forest, Puerto Rico",372,,,,,,,In Lab,,0.828179358,,18.320811,-66.683131,,
229,IW2017,Anolis,cristatellus,,IW,2446,M,51.65,"Rio Abajo State Forest, Puerto Rico",372,,,,,,,In Lab,,0.685649808,,18.320811,-66.683131,,
230,IW2017,Anolis,cristatellus,,IW,2447,F,43.61,"Rio Abajo State Forest, Puerto Rico",372,,,,,,,In Lab,,0.842868187,,18.320811,-66.683131,,
231,IW2017,Anolis,cristatellus,,IW,2448,F,43.91,"Rio Abajo State Forest, Puerto Rico",372,,,,,,,In Lab,,0.848666409,,18.320811,-66.683131,,
232,IW2017,Anolis,cristatellus,,IW,2449,F,39.84,"Rio Abajo State Forest, Puerto Rico",376,,,,,,,In Lab,,0.770003865,,18.320811,-66.683131,,
233,IW2017,Anolis,cristatellus,,IW,2450,F,39.78,"Rio Abajo State Forest, Puerto Rico",376,,,,,,,In Lab,,0.768844221,,18.320811,-66.683131,,
234,IW2017,Anolis,cristatellus,,IW,2451,F,43.85,"Rio Abajo State Forest, Puerto Rico",376,,,,,,,In Lab,,0.847506765,,18.320811,-66.683131,,
235,IW2017,Anolis,cristatellus,,IW,2452,F,41.85,"Rio Abajo State Forest, Puerto Rico",376,,,,,,,In Lab,,0.808851952,,18.320883,-66.682945,,
236,IW2017,Anolis,cristatellus,,IW,2453,F,42.79,"Rio Abajo State Forest, Puerto Rico",377,,,,,,,In Lab,,0.827019714,,18.320811,-66.683131,,
237,IW2017,Anolis,cristatellus,,IW,2454,F,45.14,"Rio Abajo State Forest, Puerto Rico",377,,,,,,,In Lab,,0.872439119,,18.320811,-66.683131,,
238,IW2017,Anolis,cristatellus,,IW,2456,M,64.97,"Rincon, Puerto Rico",91,,,,,,,In Lab,,0.862471791,,18.363,-67.269417,,
239,IW2017,Anolis,cristatellus,,IW,2457,M,61.85,"Rincon, Puerto Rico",89,,,,,,,In Lab,,0.821054029,,18.362553,-67.268786,,
240,IW2017,Anolis,cristatellus,,IW,2458,M,61.77,"Rincon, Puerto Rico",90,,,,,,,In Lab,,0.819992035,,18.363028,-67.270583,,
241,IW2017,Anolis,cristatellus,,IW,2459,M,63.23,"Rincon, Puerto Rico",92,,,,,,,In Lab,,0.839373424,,18.363028,-67.270583,,
242,IW2017,Anolis,cristatellus,,IW,2460,M,63.74,"Rincon, Puerto Rico",91,,,,,,,In Lab,,0.846143635,,18.362617,-67.269081,,
243,IW2017,Anolis,cristatellus,,IW,2461,M,67.48,"Rincon, Puerto Rico",89,,,,,,,In Lab,,0.895791849,"DLM updated on 2022-03-06 to delete original coordinates, which are Rio Abajo coordinates. IW is pretty sure that the grad student who collected this specimen did not allow GPS to update to Rincon locality upon arrival from Rio Abajo. Waypoint time consistent with Rincon. Coordinates entered as NA, but probably from similar to others from this location.",NA,NA,,
244,IW2017,Anolis,cristatellus,,IW,2462,M,66.08,"Rincon, Puerto Rico",91,,,,,,,In Lab,,0.877206956,"DLM updated on 2022-03-06 to delete original coordinates, which are Rio Abajo coordinates. IW is pretty sure that the grad student who collected this specimen did not allow GPS to update to Rincon locality upon arrival from Rio Abajo. Waypoint time consistent with Rincon. Coordinates entered as NA, but probably from similar to others from this location.",NA,NA,,
245,IW2017,Anolis,cristatellus,,IW,2463,M,59.33,"Rincon, Puerto Rico",90,,,,,,,In Lab,,0.787601221,,18.363028,-67.270583,,
246,IW2017,Anolis,cristatellus,,IW,2464,M,62.1,"Rincon, Puerto Rico",92,,,,,,,In Lab,,0.82437276,,18.362553,-67.268786,,
247,IW2017,Anolis,cristatellus,,IW,2465,M,62.32,"Rincon, Puerto Rico",93,,,,,,,In Lab,,0.827293243,,18.362553,-67.268786,,
248,IW2017,Anolis,cristatellus,,IW,2466,M,62.5,"Rincon, Puerto Rico",93,,,,,,,In Lab,,0.829682729,,18.361439,-67.269686,,
249,IW2017,Anolis,cristatellus,,IW,2467,M,64.62,"Rincon, Puerto Rico",90,,,,,,,In Lab,,0.857825568,,18.363028,-67.270583,,
250,IW2017,Anolis,cristatellus,,IW,2468,M,63.24,"Rincon, Puerto Rico",90,,,,,,,In Lab,,0.839506173,,18.362617,-67.269081,,
251,IW2017,Anolis,cristatellus,,IW,2469,M,60.4,"Rincon, Puerto Rico",89,,,,,,,In Lab,,0.80180539,,18.360675,-67.27061,,
252,IW2017,Anolis,cristatellus,,IW,2470,F,43.4,"Rincon, Puerto Rico",93,,,,,,,In Lab,,0.838809432,,18.36253,-67.269187,,
253,IW2017,Anolis,cristatellus,,IW,2471,F,44.15,"Rincon, Puerto Rico",96,,,,,,,In Lab,,0.853304986,,18.362542,-67.269114,,
254,IW2017,Anolis,cristatellus,,IW,2472,F,44.21,"Rincon, Puerto Rico",94,,,,,,,In Lab,,0.854464631,,18.360675,-67.27061,,
255,IW2017,Anolis,cristatellus,,IW,2473,F,42.37,"Rincon, Puerto Rico",91,,,,,,,In Lab,,0.818902203,,18.361488,-67.269672,,
256,IW2017,Anolis,cristatellus,,IW,2474,F,46.13,"Rincon, Puerto Rico",96,,,,,,,In Lab,,0.891573251,,18.361396,-67.269796,,
257,IW2017,Anolis,cristatellus,,IW,2475,F,44.5,"Rincon, Puerto Rico",92,,,,,,,In Lab,,0.860069579,,18.363028,-67.270583,,
258,IW2017,Anolis,cristatellus,,IW,2476,F,42.49,"Rincon, Puerto Rico",96,,,,,,,In Lab,,0.821221492,,18.360675,-67.27061,,
259,IW2017,Anolis,cristatellus,,IW,2477,F,45.56,"Rincon, Puerto Rico",92,,,,,,,In Lab,,0.880556629,,18.361396,-67.269796,,
260,IW2017,Anolis,cristatellus,,IW,2478,F,44.39,"Rincon, Puerto Rico",96,,,,,,,In Lab,,0.857943564,,18.362553,-67.268786,,
261,IW2017,Anolis,cristatellus,,IW,2479,F,44.36,"Rincon, Puerto Rico",93,,,,,,,In Lab,,0.857363742,,18.363028,-67.270583,,
262,IW2017,Anolis,stratulus,,IW,2480,F,39.9,"Rincon, Puerto Rico",437,,,,,,,In Lab,,0.900473934,,18.360224,-67.269955,,
263,IW2017,Anolis,stratulus,,IW,2481,M,49.06,"Rincon, Puerto Rico",437,,,,,,,In Lab,,0.975929978,,18.360512,-67.270064,,
264,IW2017,Anolis,stratulus,,IW,2482,M,48.82,"Rincon, Puerto Rico",437,,,,,,,In Lab,,0.971155759,,18.360512,-67.270064,,
265,IW2017,Anolis,stratulus,,IW,2483,M,45.59,"Rincon, Puerto Rico",426,,,,,,,In Lab,,0.906902725,,18.361652,-67.269541,,
266,IW2017,Anolis,stratulus,,IW,2484,M,45.54,"Rincon, Puerto Rico",426,,,,,,,In Lab,,0.905908096,,18.358917,-67.269389,,
267,IW2017,Anolis,stratulus,,IW,2485,F,39.86,"Rincon, Puerto Rico",426,,,,,,,In Lab,,0.899571203,,18.361631,-67.268933,,
268,IW2017,Anolis,stratulus,,IW,2486,F,39.15,"Rincon, Puerto Rico",426,,,,,,,In Lab,,0.883547732,,18.361631,-67.268933,,
269,IW2017,Anolis,stratulus,,IW,2487,F,40.29,"Rincon, Puerto Rico",439,,,,,,,In Lab,,0.909275559,,18.3585,-67.269222,,
270,IW2017,Anolis,stratulus,,IW,2488,F,39.57,"Rincon, Puerto Rico",439,,,,,,,In Lab,,0.893026405,,18.35884,-67.269362,,
271,IW2017,Anolis,stratulus,,IW,2489,M,47.71,"Rincon, Puerto Rico",439,,,,,,,In Lab,,0.949074995,,18.361551,-67.269762,,
272,IW2017,Anolis,stratulus,,IW,2490,M,44.83,"Rincon, Puerto Rico",439,,,,,,,In Lab,,0.891784364,,18.361478,-67.269185,,
273,IW2017,Anolis,stratulus,,IW,2491,M,46.45,"Rincon, Puerto Rico",425,,,,,,,In Lab,,0.924010344,,18.360224,-67.269955,,
274,IW2017,Anolis,stratulus,,IW,2492,F,39.87,"Rincon, Puerto Rico",425,,,,,,,In Lab,,0.899796886,,18.360675,-67.27061,,
275,IW2017,Anolis,stratulus,,IW,2493,M,47.52,"Rincon, Puerto Rico",425,,,,,,,In Lab,,0.945295405,,18.360526,-67.270074,,
276,IW2017,Anolis,stratulus,,IW,2494,F,38.96,"Rincon, Puerto Rico",425,,,,,,,In Lab,,0.879259761,,18.360512,-67.270064,,
277,IW2017,Anolis,stratulus,,IW,2495,M,47.51,"Rincon, Puerto Rico",435,,,,,,,In Lab,,0.945096479,,18.360526,-67.270074,,
278,IW2017,Anolis,stratulus,,IW,2496,M,46.66,"Rincon, Puerto Rico",435,,,,,,,In Lab,,0.928187786,,18.360512,-67.270064,,
279,IW2017,Anolis,stratulus,,IW,2497,F,40.61,"Rincon, Puerto Rico",435,,,,,,,In Lab,,0.916497405,,18.360526,-67.270074,,
280,IW2017,Anolis,stratulus,,IW,2498,M,47.08,"Rincon, Puerto Rico",435,,,,,,,In Lab,,0.93654267,,18.358621,-67.269359,,
281,IW2017,Anolis,stratulus,,IW,2499,F,41.22,"Rincon, Puerto Rico",438,,,,,,,In Lab,,0.930264049,,18.359316,-67.269559,,
282,IW2017,Anolis,stratulus,,IW,2500,M,47.41,"Rincon, Puerto Rico",438,,,,,,,In Lab,,0.943107221,,18.360512,-67.270064,,
283,IW2017,Anolis,stratulus,,IW,2501,M,47.46,"Rincon, Puerto Rico",438,,,,,,,In Lab,,0.94410185,,18.360526,-67.270074,,
284,IW2017,Anolis,stratulus,,IW,2502,F,41.36,"Rincon, Puerto Rico",438,,,,,,,In Lab,,0.933423606,,18.359853,-67.269855,,
285,IW2017,Anolis,cristatellus,,IW,2528,M,57.85,"Guajataca State Forest, Puerto Rico",252,"193, 230",,,,,,In Lab,,0.767954334,,18.412861,-66.967167,,
286,IW2017,Anolis,cristatellus,,IW,2529,M,60.31,"Guajataca State Forest, Puerto Rico",252,231,,,,,,In Lab,,0.800610646,,18.413037,-66.966324,,
287,IW2017,Anolis,cristatellus,,IW,2530,M,60.83,"Guajataca State Forest, Puerto Rico",377,232,,,,,,In Lab,,0.807513607,,18.412915,-66.967257,,
288,IW2017,Anolis,cristatellus,,IW,2531,M,52.38,"Guajataca State Forest, Puerto Rico",377,229,,,,,,In Lab,,0.695340502,,18.417722,-66.965028,,
289,IW2017,Anolis,cristatellus,,IW,2532,M,62.61,"Guajataca State Forest, Puerto Rico","380, 381","235, 275",done,,,,,In Lab,,0.831142971,,18.41805,-66.965063,,
290,IW2017,Anolis,cristatellus,,IW,2533,M,59.09,"Guajataca State Forest, Puerto Rico","380, 381",238,,,,,,In Lab,,0.78441524,,18.413001,-66.966214,,
291,IW2017,Anolis,cristatellus,,IW,2534,M,61.13,"Guajataca State Forest, Puerto Rico","380, 381","236, 277",done,,,,,In Lab,,0.811496084,,,,,
292,IW2017,Anolis,cristatellus,,IW,2535,M,57.34,"Guajataca State Forest, Puerto Rico","380, 381","237, 276",done,,,,,In Lab,,0.761184123,,18.41305,-66.966438,,
293,IW2017,Anolis,cristatellus,,IW,2536,M,58.89,"Guajataca State Forest, Puerto Rico",382,234,,,,,,In Lab,,0.781760255,,18.418385,-66.965255,,
294,IW2017,Anolis,cristatellus,,IW,2537,M,61.52,"Guajataca State Forest, Puerto Rico",382,"195, 228, 268",done,,,,,In Lab,,0.816673304,,18.418154,-66.965159,,
295,IW2017,Anolis,cristatellus,,IW,2538,M,58.67,"Guajataca State Forest, Puerto Rico",382,"233, 269",done,,,,,In Lab,,0.778839772,,18.418385,-66.965255,,
296,IW2017,Anolis,cristatellus,,IW,2539,M,57.07,"Guajataca State Forest, Puerto Rico",382,"197, 227, 274",done,,,,,In Lab,,0.757599894,,18.418333,-66.965123,,
297,IW2017,Anolis,cristatellus,,IW,2540,M,61.36,"Guajataca State Forest, Puerto Rico",386,240,,,,,,In Lab,,0.814549316,,18.412995,-66.966894,,
298,IW2017,Anolis,cristatellus,,IW,2541,M,53.94,"Guajataca State Forest, Puerto Rico",386,"241, 270",done,,,,,In Lab,,0.716049383,,18.413056,-66.966361,,
299,IW2017,Anolis,cristatellus,,IW,2542,M,58.15,"Guajataca State Forest, Puerto Rico",386,242,,,,,,In Lab,,0.771936811,,18.413024,-66.966116,,
300,IW2017,Anolis,cristatellus,,IW,2543,F,42.31,"Guajataca State Forest, Puerto Rico",386,"245, 274",done,,,,,In Lab,,0.817742559,,18.418102,-66.964928,,
301,IW2017,Anolis,cristatellus,,IW,2544,F,39.93,"Guajataca State Forest, Puerto Rico",387,"247, 276",done,,,,,In Lab,,0.771743332,,18.413037,-66.966324,,
302,IW2017,Anolis,cristatellus,,IW,2545,F,41.3,"Guajataca State Forest, Puerto Rico",387,"243, 269",done,,,,,In Lab,,0.798221879,,18.418126,-66.965189,,
303,IW2017,Anolis,cristatellus,,IW,2546,F,45.01,"Guajataca State Forest, Puerto Rico",387,"244, 268",done,,,,,In Lab,,0.869926556,,18.413024,-66.966116,,
304,IW2017,Anolis,cristatellus,,IW,2547,F,42.93,"Guajataca State Forest, Puerto Rico",387,"248, 270",done,,,,,In Lab,,0.829725551,,18.413123,-66.966252,,
305,IW2017,Anolis,cristatellus,,IW,2548,F,38.03,"Guajataca State Forest, Puerto Rico",395,249,,,,,,In Lab,,0.73502126,,18.413024,-66.966116,,
306,IW2017,Anolis,cristatellus,,IW,2549,F,42.14,"Guajataca State Forest, Puerto Rico",395,"250, 277",done,,,,,In Lab,,0.8144569,,18.412995,-66.966482,,
307,IW2017,Anolis,cristatellus,,IW,2550,F,42.57,"Guajataca State Forest, Puerto Rico",395,"198, 251, 275",done,,,,,In Lab,,0.822767685,,18.412915,-66.967257,,
308,IW2017,Anolis,cristatellus,,IW,2552,F,41.34,"Guajataca State Forest, Puerto Rico",395,"194, 196, 246",,,,,,In Lab,,0.798994975,,18.41805,-66.965063,,
309,IW2017,Anolis,stratulus,,IW,2553,M,42.57,"Guajataca State Forest, Puerto Rico",217,,,,,,,In Lab,,0.846827133,,18.41284,-66.967113,,
310,IW2017,Anolis,stratulus,,IW,2554,F,37.4,"Guajataca State Forest, Puerto Rico",217,,,,,,,In Lab,,0.844053261,,18.427907,-66.966522,,
311,IW2017,Anolis,cristatellus,,IW,2559,M,57.06,"Cambalache State Forest, Puerto Rico",404,,,,,,,In Lab,,0.757467145,,18.452331,-66.597011,,
312,IW2017,Anolis,cristatellus,,IW,2560,M,58.49,"Cambalache State Forest, Puerto Rico",404,,,,,,,In Lab,,0.776450285,,18.452331,-66.597011,,
313,IW2017,Anolis,cristatellus,,IW,2561,M,59.05,"Cambalache State Forest, Puerto Rico",404,,,,,,,In Lab,,0.783884243,,18.452329,-66.596644,,
314,IW2017,Anolis,cristatellus,,IW,2562,M,55.14,"Cambalache State Forest, Puerto Rico",416,,,,,,,In Lab,,0.731979291,,18.452419,-66.596794,,
315,IW2017,Anolis,cristatellus,,IW,2563,M,64.09,"Cambalache State Forest, Puerto Rico",405,,,,,,,In Lab,,0.850789858,,18.451866,-66.596376,,
316,IW2017,Anolis,cristatellus,,IW,2564,M,56.14,"Cambalache State Forest, Puerto Rico",405,,,,,,,In Lab,,0.745254215,,18.452498,-66.596473,,
317,IW2017,Anolis,cristatellus,,IW,2565,M,56.25,"Cambalache State Forest, Puerto Rico",405,,,,,,,In Lab,,0.746714456,,18.452361,-66.596889,,
318,IW2017,Anolis,cristatellus,,IW,2566,M,61.9,"Cambalache State Forest, Puerto Rico",405,,,,,,,In Lab,,0.821717775,,18.452044,-66.596196,,
319,IW2017,Anolis,cristatellus,,IW,2567,M,63.53,"Cambalache State Forest, Puerto Rico",416,,,,,,,In Lab,,0.843355901,,18.451944,-66.59625,,
320,IW2017,Anolis,cristatellus,,IW,2568,M,61.49,"Cambalache State Forest, Puerto Rico",406,,,,,,,In Lab,,0.816275056,,18.451882,-66.596857,,
321,IW2017,Anolis,cristatellus,,IW,2569,M,58.21,"Cambalache State Forest, Puerto Rico",406,,,,,,,In Lab,,0.772733307,,18.452361,-66.596889,,
322,IW2017,Anolis,cristatellus,,IW,2570,M,63.34,"Cambalache State Forest, Puerto Rico",406,,,,,,,In Lab,,0.840833665,,18.452361,-66.596889,,
323,IW2017,Anolis,cristatellus,,IW,2571,M,54.19,"Cambalache State Forest, Puerto Rico",406,,,,,,,In Lab,,0.719368114,,18.451871,-66.596247,,
324,IW2017,Anolis,cristatellus,,IW,2572,M,60.48,"Cambalache State Forest, Puerto Rico",407,,,,,,,In Lab,,0.802867384,,18.451871,-66.596247,,
325,IW2017,Anolis,cristatellus,,IW,2573,M,58.37,"Cambalache State Forest, Puerto Rico",407,,,,,,,In Lab,,0.774857295,,18.451781,-66.596817,,
326,IW2017,Anolis,cristatellus,,IW,2574,M,58.04,"Cambalache State Forest, Puerto Rico",407,,,,,,,In Lab,,0.77047657,,18.452196,-66.596944,,
327,IW2017,Anolis,cristatellus,,IW,2575,F,42.31,"Cambalache State Forest, Puerto Rico",407,,,,,,,In Lab,,0.817742559,,18.452357,-66.597086,,
328,IW2017,Anolis,cristatellus,,IW,2576,F,38.11,"Cambalache State Forest, Puerto Rico",408,,,,,,,In Lab,,0.736567453,,18.452426,-66.596413,,
329,IW2017,Anolis,cristatellus,,IW,2577,F,37.94,"Cambalache State Forest, Puerto Rico",408,,,,,,,In Lab,,0.733281794,,18.452361,-66.596486,,
330,IW2017,Anolis,cristatellus,,IW,2578,F,40.77,"Cambalache State Forest, Puerto Rico",408,,,,,,,In Lab,,0.787978353,,18.452361,-66.596889,,
331,IW2017,Anolis,cristatellus,,IW,2579,F,44.04,"Cambalache State Forest, Puerto Rico",408,,,,,,,In Lab,,0.851178972,,18.451866,-66.596376,,
332,IW2017,Anolis,cristatellus,,IW,2580,F,39.88,"Cambalache State Forest, Puerto Rico",409,,,,,,,In Lab,,0.770776962,,18.452151,-66.596337,,
333,IW2017,Anolis,cristatellus,,IW,2581,F,39.34,"Cambalache State Forest, Puerto Rico",409,,,,,,,In Lab,,0.760340162,,18.452044,-66.596196,,
